STOCK_REGION,STATION_ID,CLAT,CLON
TannerW,IH1918,57.5,-168.75
TannerW,IH2019,57.5,-169.36667
TannerW,IH2120,57.5,-169.98333
TannerW,IH2221,57.5,-170.58333
TannerW,J-18,58,-168.43
TannerW,J-19,58,-169.06
TannerW,J-20,58,-169.7
TannerW,J-21,58,-170.33
TannerW,J-22,58,-170.96
TannerW,JI1918,57.83333,-168.73333
TannerW,JI2019,57.83333,-169.36667
TannerW,JI2120,57.83333,-169.98333
TannerW,JI2221,57.83333,-170.61667
TannerW,N-24,59.33,-172.5
TannerW,N-25,59.33,-173.15
TannerW,N-26,59.33,-173.8
TannerW,O-23,59.66,-171.9
TannerW,O-24,59.66,-172.56
TannerW,O-25,59.66,-173.23
TannerW,O-26,59.66,-173.86
TannerW,O-27,59.66,-174.45
TannerW,ON2524,59.5,-172.88333
TannerW,ON2625,59.5,-173.5
TannerW,P-23,60,-171.96
TannerW,P-24,60,-172.63
TannerW,P-25,60,-173.3
TannerW,P-26,60,-173.95
TannerW,P-27,60,-174.6
TannerW,PO2423,59.83333,-172.25
TannerW,PO2524,59.83333,-172.91667
TannerW,PO2625,59.83333,-173.58333
TannerW,PO2726,59.83333,-174.23333
TannerW,Q-23,60.33,-172.06
TannerW,Q-25,60.33,-173.4
TannerW,Q-26,60.33,-174.06
TannerW,Q-27,60.33,-174.71
TannerW,QP2423,60.16667,-172.33333
TannerW,QP2524,60.16667,-173.01667
TannerW,QP2625,60.16667,-173.68333
TannerW,QP2726,60.16667,-174.35
TannerW,A-02,55,-166.93
TannerW,A-03,55,-166.33
TannerW,B-01,55.33,-167.55
TannerW,B-02,55.33,-166.96
TannerW,B-03,55.33,-166.35
TannerW,C-01,55.66,-167.58
TannerW,C-02,55.66,-166.98
TannerW,C-03,55.66,-166.38
TannerW,C-18,55.66,-168.18
TannerW,D-01,56,-167.61
TannerW,D-02,56,-167
TannerW,D-03,56,-166.4
TannerW,D-18,56,-168.21
TannerW,E-01,56.33,-167.65
TannerW,E-02,56.33,-167.03
TannerW,E-03,56.33,-166.41
TannerW,E-18,56.33,-168.25
TannerW,E-19,56.33,-168.86
TannerW,E-20,56.33,-169.46
TannerW,E-21,56.33,-170.06
TannerW,E-22,56.33,-170.68
TannerW,F-01,56.66,-167.66
TannerW,F-02,56.66,-167.06
TannerW,F-03,56.66,-166.43
TannerW,F-23,56.66,-171.35
TannerW,F-24,56.66,-171.96
TannerW,F-25,56.66,-172.56
TannerW,G-01,57,-167.7
TannerW,G-02,57,-167.08
TannerW,G-03,57,-166.46
TannerW,G-23,57,-171.4
TannerW,G-24,57,-172.03
TannerW,G-25,57,-172.65
TannerW,G-26,57,-173.25
TannerW,H-01,57.33,-167.73
TannerW,H-02,57.33,-167.11
TannerW,H-03,57.33,-166.48
TannerW,H-23,57.33,-171.46
TannerW,H-24,57.33,-172.1
TannerW,H-25,57.33,-172.71
TannerW,H-26,57.33,-173.33
TannerW,I-01,57.66,-167.76
TannerW,I-02,57.66,-167.13
TannerW,I-03,57.66,-166.5
TannerW,I-23,57.66,-171.53
TannerW,I-24,57.66,-172.16
TannerW,I-25,57.66,-172.8
TannerW,I-26,57.66,-173.4
TannerW,J-01,58,-167.8
TannerW,J-02,58,-167.16
TannerW,J-03,58,-166.51
TannerW,J-23,58,-171.6
TannerW,J-24,58,-172.23
TannerW,J-25,58,-172.86
TannerW,J-26,58,-173.48
TannerW,K-01,58.33,-167.83
TannerW,K-02,58.33,-167.18
TannerW,K-03,58.33,-166.55
TannerW,K-18,58.33,-168.46
TannerW,K-19,58.33,-169.11
TannerW,K-20,58.33,-169.73
TannerW,K-21,58.33,-170.38
TannerW,K-22,58.33,-171.01
TannerW,K-23,58.33,-171.65
TannerW,K-24,58.33,-172.3
TannerW,K-25,58.33,-172.93
TannerW,K-26,58.33,-173.56
TannerW,K-27,58.33,-174.31
TannerW,L-01,58.66,-167.86
TannerW,L-02,58.66,-167.21
TannerW,L-03,58.66,-166.56
TannerW,L-18,58.66,-168.5
TannerW,L-19,58.66,-169.15
TannerW,L-20,58.66,-169.78
TannerW,L-21,58.66,-170.43
TannerW,L-22,58.66,-171.08
TannerW,L-23,58.66,-171.71
TannerW,L-24,58.66,-172.36
TannerW,L-25,58.66,-173
TannerW,L-26,58.66,-173.63
TannerW,L-27,58.66,-174.26
TannerW,L-28,58.66,-174.9
TannerW,L-29,58.66,-175.55
TannerW,L-30,58.66,-176.2
TannerW,L-31,58.66,-176.83
TannerW,M-01,59,-167.88
TannerW,M-02,59,-167.23
TannerW,M-03,59,-166.58
TannerW,M-18,59,-168.53
TannerW,M-19,59,-169.18
TannerW,M-20,59,-169.83
TannerW,M-21,59,-170.48
TannerW,M-22,59,-171.13
TannerW,M-23,59,-171.78
TannerW,M-24,59,-172.43
TannerW,M-25,59,-173.08
TannerW,M-26,59,-173.71
TannerW,M-27,59,-174.36
TannerW,M-28,59,-175
TannerW,M-29,59,-175.73
TannerW,M-30,59,-176.31
TannerW,M-31,59,-176.95
TannerW,M-32,59,-177.6
TannerW,N-01,59.33,-167.91
TannerW,N-02,59.33,-167.26
TannerW,N-03,59.33,-166.6
TannerW,N-18,59.33,-168.56
TannerW,N-19,59.33,-169.23
TannerW,N-20,59.33,-169.86
TannerW,N-21,59.33,-170.53
TannerW,N-22,59.33,-171.18
TannerW,N-23,59.33,-171.83
TannerW,N-27,59.33,-174.45
TannerW,N-28,59.33,-175.1
TannerW,N-29,59.33,-175.75
TannerW,N-30,59.33,-176.38
TannerW,N-31,59.33,-177.06
TannerW,O-01,59.66,-167.95
TannerW,O-02,59.66,-167.28
TannerW,O-03,59.66,-166.63
TannerW,O-18,59.66,-168.61
TannerW,O-19,59.66,-169.26
TannerW,O-20,59.66,-169.91
TannerW,O-21,59.66,-170.58
TannerW,O-22,59.66,-171.25
TannerW,O-28,59.66,-175.1
TannerW,O-29,59.66,-175.86
TannerW,O-30,59.66,-176.53
TannerW,O-31,59.66,-177.15
TannerW,P-01,60,-167.98
TannerW,P-18,60,-168.65
TannerW,P-19,60,-169.31
TannerW,P-20,60,-169.96
TannerW,P-21,60,-170.63
TannerW,P-22,60,-171.3
TannerW,P-28,60,-175.26
TannerW,P-29,60,-175.93
TannerW,P-30,60,-176.71
TannerW,P-31,60,-177.21
TannerW,P-32,60,-177.93
TannerW,Q-01,60.33,-167.98
TannerW,Q-02,60.33,-167.3
TannerW,Q-18,60.33,-168.68
TannerW,Q-19,60.33,-169.33
TannerW,Q-20,60.33,-170.03
TannerW,Q-21,60.33,-170.66
TannerW,Q-22,60.33,-171.36
TannerW,Q-28,60.33,-175.38
TannerW,Q-29,60.33,-176.03
TannerW,Q-30,60.33,-176.71
TannerW,Q-31,60.33,-177.38
TannerW,R-22,60.66,-171.45
TannerW,R-23,60.66,-172.11
TannerW,R-24,60.66,-172.78
TannerW,R-25,60.66,-173.46
TannerW,R-26,60.66,-174.13
TannerW,R-27,60.66,-174.83
TannerW,R-28,60.66,-175.45
TannerW,R-29,60.66,-176.2
TannerW,R-30,60.66,-176.8
TannerW,R-31,60.66,-177.5
TannerW,R-32,60.66,-178.18
TannerW,S-22,61,-171.52
TannerW,S-23,61,-172.16
TannerW,S-24,61,-172.89
TannerW,S-25,61,-173.5
TannerW,S-26,61,-174.26
TannerW,S-27,61,-174.88
TannerW,S-28,61,-175.63
TannerW,S-29,61,-176.28
TannerW,S-30,61,-176.96
TannerW,S-31,61,-177.63
TannerW,T-25,61.33,-173.68
TannerW,T-26,61.33,-174.37
TannerW,T-27,61.33,-175.06
TannerW,T-28,61.33,-175.76
TannerW,T-29,61.33,-176.3
TannerW,T-30,61.33,-176.96
TannerW,U-25,61.66,-173.78
TannerW,U-26,61.66,-174.43
TannerW,U-27,61.66,-175.18
TannerW,U-28,61.66,-175.78
TannerW,U-29,61.66,-176.46
TannerW,V-25,62,-173.89
TannerW,V-26,62,-174.6
TannerW,V-27,62,-175.3
TannerW,V-28,62,-176.01
